16
965 1635
681 151 893
876 348 714
52 30 657
209 38 946
626 817 989
277 436 553
341 639 558
520 740 651
828 186 593
259 537 814
741 112 32
149 772 438
115 356 642
185 822 932
515 77 796
381 443 944
870 308 796
159 281 259
355 904 103
479 381 400
449 749 558
284 311 810
621 62 588
515 240 827
45 794 900
525 217 800
920 257 458
39 255 39
526 903 143
317 637 947
427 283 70
882 170 411
403 279 295
905 263 826
745 115 359
882 219 500
527 773 772
877 847 640
182 361 959
852 730 813
789 189 515
654 638 864
751 623 648
594 255 523
210 98 66
424 867 488
772 607 437
686 9 355
773 148 757
610 495 421
201 86 395
603 390 360
421 453 268
321 670 960
5 2 919
31 455 473
158 347 791
254 759 137
258 33 725
279 683 460
534 238 308
325 351 653
733 499 274
355 653 643
544 241 371
433 735 90
108 185 647
521 625 908
190 34 11
461 459 904
794 137 524
816 295 231
786 553 424
196 782 687
766 397 834
659 132 325
820 327 666
671 346 62
509 81 383
61 652 763
904 208 421
591 119 537
765 645 228
861 666 688
880 938 468
689 408 973
393 701 842
773 867 70
46 107 203
168 781 174
515 71 304
427 706 745
147 454 766
821 316 757
552 509 977
69 398 300
889 659 356
534 337 928
767 331 755
796 285 616
51 670 110
187 658 211
450 838 873
691 218 95
503 352 390
413 102 970
374 416 272
916 394 681
812 2 194
342 71 633
523 658 312
548 831 74
481 15 52
608 530 375
825 688 17
435 310 797
199 571 145
62 904 233
248 669 731
230 63 53
510 237 182
539 402 780
145 281 577
599 894 632
589 795 359
526 934 908
486 876 114
227 782 676
924 23 830
908 649 323
190 120 570
808 788 105
264 465 180
184 670 991
360 732 757
844 269 764
624 920 5
786 327 598
713 467 820
149 160 843
609 261 769
184 68 689
924 839 8
744 556 844
419 704 510
616 149 439
273 336 491
568 203 748
683 163 512
286 901 826
580 260 245
880 553 651
361 937 524
581 453 568
39 925 409
724 574 420
288 424 934
429 915 501
659 551 532
125 895 519
501 649 809
414 35 359
497 378 28
310 255 187
520 261 265
797 767 607
742 486 640
341 256 550
741 446 466
633 523 717
351 685 241
106 250 799
248 920 597
500 771 758
118 799 806
85 62 377
373 172 172
376 499 677
406 520 292
425 584 393
180 36 903
930 59 128
47 634 640
346 474 558
320 752 294
496 645 980
70 869 289
9 426 270
314 147 688
918 26 244
323 154 120
373 742 860
756 605 192
913 540 969
825 798 833
553 192 825
586 642 579
429 887 192
151 860 796
664 568 186
537 908 220
95 509 347
318 651 279
910 217 209
74 125 735
749 386 80
629 871 973
401 871 498
526 655 322
608 899 587
555 127 668
690 182 908
824 647 324
608 422 398
800 860 829
471 618 794
488 187 480
642 851 925
910 370 310
82 465 574
42 164 206
515 219 356
550 31 407
838 495 981
705 43 118
606 172 79
900 758 367
126 624 198
186 837 188
112 531 767
283 654 325
378 122 612
754 432 22
476 864 78
203 434 261
32 29 557
149 495 119
30 912 678
546 37 989
135 169 841
66 260 717
293 327 157
208 646 500
812 642 188
644 553 516
141 615 792
572 166 276
437 727 728
811 391 455
550 733 569
739 83 901
342 499 185
650 912 814
173 220 466
938 8 386
138 464 663
20 273 794
467 867 509
136 102 360
933 607 793
206 641 23
448 154 522
112 763 597
90 919 648
455 278 225
156 54 507
41 675 214
915 593 433
851 413 915
564 685 983
667 588 306
84 803 285
65 451 565
683 223 933
456 508 673
693 362 404
328 221 108
778 105 917
675 156 815
919 873 857
222 342 366
428 122 37
723 583 267
839 323 869
725 23 896
217 139 12
137 103 145
217 926 617
31 348 55
721 648 914
291 780 416
886 735 991
9 807 881
322 324 627
64 321 518
653 117 676
807 847 84
586 699 830
195 780 779
668 261 866
520 186 880
61 742 271
235 373 999
785 470 909
168 41 158
407 225 745
320 762 132
183 77 45
142 200 832
694 210 430
291 491 536
588 820 63
251 245 217
365 673 26
770 126 49
170 138 141
185 258 461
33 363 240
54 39 944
441 434 666
105 683 943
815 352 683
851 168 431
263 803 414
570 247 799
571 76 852
308 688 824
1 194 548
177 240 208
788 162 19
505 576 405
5 133 596
216 43 249
451 500 11
447 341 865
919 821 891
541 193 71
637 83 131
208 194 964
817 58 336
868 169 859
903 866 320
134 342 148
922 689 338
161 657 715
61 274 523
68 934 713
298 488 443
63 190 776
437 845 850
868 522 500
919 477 293
470 837 694
503 811 561
732 76 376
881 228 416
573 412 401
318 275 378
815 366 722
31 11 737
778 253 729
142 851 808
524 599 837
854 425 799
558 844 783
205 121 865
270 696 418
881 1 362
298 304 942
343 809 257
863 271 766
352 119 939
229 535 430
595 216 981
213 504 49
301 136 309
428 835 824
128 621 638
922 348 108
69 388 593
12 734 847
34 350 878
504 415 942
771 833 53
721 157 813
29 662 367
924 296 129
146 242 626
73 920 383
235 798 430
70 692 475
358 421 566
727 873 976
469 381 54
868 372 290
933 486 827
934 810 77
27 517 443
226 275 458
712 55 107
181 438 674
129 696 754
490 825 890
163 346 77
32 836 327
556 383 787
917 285 945
646 470 820
241 376 226
402 756 775
688 594 396
368 737 164
450 425 647
124 583 229
857 141 42
837 582 238
72 437 807
786 203 453
750 231 460
62 418 971
871 862 496
51 659 483
385 261 258
320 467 956
588 194 927
843 832 891
259 891 58
44 931 859
775 797 365
618 781 614
64 9 153
199 748 718
18 260 154
623 398 732
181 912 504
213 61 988
794 110 942
96 257 674
315 233 267
611 732 423
844 641 133
328 896 972
814 461 660
622 917 287
417 501 779
733 127 932
453 136 480
824 25 476
460 130 894
854 651 40
299 705 520
246 604 344
474 766 386
648 938 412
666 6 440
903 523 992
386 798 321
700 413 294
828 248 342
406 602 280
151 34 641
749 725 322
241 218 515
283 156 162
929 223 62
224 839 366
676 246 214
939 585 956
555 167 754
884 120 957
443 350 838
35 862 841
475 332 373
133 643 624
527 4 563
739 334 788
257 349 954
512 636 877
896 306 186
760 112 126
115 334 689
9 484 123
516 120 943
658 72 550
858 127 549
223 429 387
251 735 687
805 441 755
482 527 931
285 557 955
596 519 467
625 251 9
499 150 374
353 727 734
627 785 412
32 289 873
594 30 71
554 910 752
665 603 155
103 520 791
821 682 26
134 790 783
483 374 212
626 780 183
772 285 853
621 120 406
328 815 83
689 897 162
28 317 465
527 494 434
872 655 362
819 717 519
576 638 694
722 821 930
830 197 874
539 683 973
915 193 553
255 838 961
646 566 246
92 99 638
787 595 303
484 807 446
664 44 528
635 246 297
758 314 529
214 408 516
914 703 497
404 200 368
69 451 573
820 381 772
155 29 71
395 120 665
808 604 776
680 39 100
436 28 316
610 179 301
740 351 130
496 299 781
744 430 504
800 283 311
251 735 105
615 238 257
465 419 349
498 197 938
734 652 584
777 134 728
516 36 427
823 533 153
40 221 745
102 539 700
230 287 706
899 255 729
754 573 73
860 222 178
902 599 684
500 509 395
261 598 993
42 590 622
368 460 45
521 444 554
444 589 936
267 650 205
602 243 628
73 306 189
918 89 963
246 151 963
651 228 74
69 451 723
467 759 752
125 120 234
10 466 720
464 610 754
76 350 372
370 610 334
700 827 670
592 573 210
674 377 627
209 42 561
89 581 844
389 636 330
584 464 396
545 519 673
600 652 735
43 929 206
452 164 360
132 349 299
413 552 188
540 121 165
806 648 814
109 935 954
488 8 293
631 533 335
302 249 444
565 470 653
168 436 662
587 787 982
643 240 676
104 387 873
888 176 645
688 415 987
726 453 709
205 375 630
64 328 753
352 513 763
535 809 866
608 284 273
545 824 965
129 537 764
411 687 193
528 768 477
610 717 468
320 869 1
357 279 952
723 132 273
795 878 380
619 898 967
854 596 707
538 244 146
732 394 435
107 722 881
190 187 976
126 627 399
349 829 587
877 52 711
61 714 83
867 892 710
509 842 38
364 292 923
818 226 749
421 503 456
249 385 509
738 479 9
655 94 827
885 303 954
101 636 296
472 757 356
317 572 521
791 507 750
307 863 61
408 49 158
903 84 916
672 35 606
578 637 719
212 718 307
112 210 873
753 661 146
171 417 914
584 867 568
767 938 6
573 462 38
134 18 352
607 331 657
533 512 921
521 388 667
134 460 366
618 15 822
175 749 173
349 923 203
939 478 608
325 855 742
153 118 270
745 900 438
430 542 930
619 364 414
443 7 492
907 752 400
119 726 745
734 637 105
105 182 72
652 438 708
40 310 94
864 928 187
688 256 68
2 385 143
503 601 395
545 79 591
855 62 17
631 126 822
2 917 422
188 264 55
94 588 86
36 616 738
605 116 893
36 409 232
594 365 680
165 928 525
740 711 709
414 428 705
215 877 48
848 662 75
52 657 563
348 834 814
811 537 640
519 736 362
519 20 517
292 147 99
872 496 835
853 150 771
175 42 73
334 557 451
389 91 446
934 596 141
512 877 595
123 491 170
939 676 234
336 774 774
702 27 695
435 196 906
159 482 51
15 473 81
391 335 661
463 631 37
48 182 335
33 900 247
669 448 301
839 208 278
287 378 294
38 445 689
510 230 751
588 680 971
52 452 276
184 139 525
318 57 479
72 401 593
271 830 620
35 661 764
557 360 197
175 4 761
365 939 155
913 238 907
539 637 37
8 616 364
123 104 18
351 806 763
877 632 550
83 620 994
273 115 575
144 825 70
90 556 66
414 599 538
87 185 959
67 645 770
625 751 8
672 153 898
120 373 835
474 636 45
853 120 214
14 618 881
831 778 659
597 332 338
99 390 592
558 365 346
931 400 634
683 434 38
256 839 820
220 25 870
522 666 910
502 74 53
213 672 704
309 775 175
199 391 638
245 146 426
813 564 971
565 109 467
819 832 465
906 199 953
30 361 220
100 897 525
424 549 68
834 2 908
192 15 380
780 738 275
606 418 473
485 147 590
557 896 738
271 756 310
743 52 636
313 73 144
182 786 130
649 544 749
146 561 764
835 269 215
927 630 13
503 392 89
519 458 776
537 186 109
524 170 57
29 147 769
832 886 97
647 353 433
556 76 13
263 903 600
335 565 21
461 309 824
645 44 303
582 880 859
758 726 295
677 553 611
640 497 877
915 109 665
356 788 808
191 220 743
834 445 720
358 233 587
478 434 376
228 584 805
116 869 341
735 369 970
345 261 165
626 347 375
314 747 35
746 755 349
318 923 335
928 828 162
252 685 122
330 626 508
229 19 199
690 533 88
505 900 655
553 543 139
902 868 24
412 107 737
547 604 218
829 69 356
877 756 142
83 102 26
902 389 38
934 787 79
264 183 787
366 597 122
108 136 534
736 724 434
594 426 324
850 413 355
411 716 752
201 293 414
87 197 612
487 424 654
390 229 54
348 50 975
416 344 783
148 577 19
164 554 942
38 144 451
476 230 520
311 683 419
60 602 385
152 596 835
640 598 355
23 678 198
833 83 116
255 312 164
127 60 983
427 68 252
865 678 852
805 106 865
478 477 304
857 884 44
429 639 430
94 896 405
242 472 350
773 836 960
527 907 72
540 97 685
721 130 759
526 826 151
895 578 546
116 858 886
490 545 70
474 263 213
348 917 916
429 185 749
647 605 201
504 657 957
902 157 657
920 844 165
392 37 716
774 902 564
802 144 213
746 61 79
98 141 35
583 219 678
839 207 280
574 730 848
19 173 321
738 820 438
407 248 964
635 522 142
704 472 820
660 357 402
381 190 487
43 633 611
232 588 195
920 300 320
276 477 506
1 281 712
263 879 391
426 831 147
11 325 359
8 714 278
27 82 394
753 742 532
889 673 837
479 202 130
319 234 589
502 803 572
139 749 195
883 420 698
429 474 844
77 205 277
410 489 530
258 690 817
676 105 893
555 795 423
864 408 504
226 499 626
747 624 565
856 701 168
215 95 410
574 134 524
277 379 692
779 834 583
356 444 352
57 814 673
253 576 1
340 590 295
318 808 805
269 773 246
821 690 54
205 679 53
485 827 548
467 212 777
668 13 291
233 430 230
302 396 261
278 348 924
259 920 264
373 804 110
165 22 6
376 234 916
324 564 161
502 472 253
11 267 619
498 833 616
333 244 568
495 121 935
528 684 103
126 661 246
877 445 976
654 306 496
475 514 370
220 63 22
291 929 756
780 796 214
202 367 851
413 575 296
510 108 34
529 896 991
890 148 369
206 657 5
406 762 14
270 922 521
153 250 846
26 172 621
541 544 949
267 496 237
711 283 751
747 744 200
560 697 669
120 523 16
714 91 499
769 146 284
348 296 418
561 467 479
773 277 231
688 743 985
703 612 238
294 873 743
20 350 442
368 680 949
379 74 151
51 108 91
924 433 588
638 308 506
755 370 974
104 140 136
42 152 32
332 543 223
581 756 869
681 611 606
597 270 215
887 787 793
486 511 607
555 853 698
187 674 882
495 362 224
569 849 717
869 364 393
179 310 951
446 52 870
890 566 905
877 352 501
857 542 670
859 413 835
525 750 325
384 650 9
373 499 460
517 809 331
45 732 518
620 527 965
644 562 512
727 470 902
5 211 656
72 862 295
334 690 448
464 634 326
807 637 746
584 836 383
170 513 414
292 687 503
500 711 614
679 696 179
346 888 933
47 858 989
596 352 766
816 723 232
707 106 195
712 724 164
3 623 770
49 856 111
363 641 670
705 385 9
667 552 357
720 415 634
99 527 594
492 734 120
360 229 420
638 9 911
696 454 41
603 590 92
616 428 777
670 601 67
586 427 939
107 477 845
520 437 471
810 486 526
766 186 414
877 658 828
46 165 865
623 337 634
675 793 607
450 162 216
656 802 222
756 536 856
356 397 290
896 534 451
373 484 43
712 523 378
208 16 528
726 297 364
896 519 659
75 18 13
934 742 759
582 787 972
628 322 716
57 898 142
561 632 131
731 544 419
681 424 568
289 857 722
6 258 134
922 316 170
925 289 294
476 96 488
225 409 256
512 798 689
584 480 276
548 890 73
902 490 902
596 117 144
152 69 344
99 672 104
655 844 174
193 133 432
313 299 812
75 112 623
186 93 889
548 253 416
447 617 758
45 287 356
216 554 208
337 623 916
151 580 452
528 140 873
871 704 173
316 498 217
233 93 438
292 767 317
152 13 355
560 155 60
170 49 206
342 892 675
191 119 794
527 583 904
716 350 242
870 936 553
267 876 647
432 42 636
723 20 322
849 858 493
570 737 290
335 185 622
491 857 917
934 233 628
710 187 921
463 318 586
530 804 212
677 668 259
367 438 5
576 939 478
575 747 983
149 423 756
330 839 105
75 385 297
719 865 800
606 676 260
836 923 646
451 145 672
514 274 174
360 583 132
192 153 17
89 53 621
886 827 471
544 666 547
582 853 153
376 264 628
886 479 383
386 389 639
568 508 179
749 643 102
420 328 153
585 794 24
254 839 5
21 532 45
277 199 159
722 487 431
310 314 906
187 881 669
574 788 292
783 96 272
478 640 161
458 894 3
327 366 360
33 23 458
71 6 62
279 537 90
843 354 689
906 810 488
266 270 963
369 436 69
543 408 462
453 513 396
793 441 853
638 225 867
722 743 336
293 887 64
174 576 58
277 768 744
926 352 222
48 272 599
605 163 326
193 569 776
616 228 788
647 879 687
44 919 91
699 215 405
882 48 868
924 932 240
1 440 923
355 622 404
910 401 116
411 338 977
379 880 527
263 852 52
198 284 136
720 801 397
565 382 724
873 124 207
889 579 695
805 745 2
404 133 973
779 270 109
866 1773
639 721 911
176 122 482
22 78 988
795 642 817
136 333 121
264 167 810
673 33 175
864 782 568
222 396 420
850 113 126
99 718 11
336 305 672
643 685 146
758 754 431
343 732 676
504 462 445
824 634 885
79 276 531
86 172 890
289 848 823
560 284 647
488 467 945
710 737 144
7 836 640
645 826 145
92 600 903
109 581 274
3 631 149
50 671 385
438 537 840
824 305 833
387 249 483
494 470 152
719 158 539
292 346 654
794 410 763
20 370 958
576 117 262
284 637 576
171 773 143
199 268 271
289 471 525
388 678 628
607 334 397
17 419 338
398 102 155
494 798 303
737 438 162
332 183 703
324 461 189
308 675 307
636 387 674
736 737 459
302 75 823
155 145 544
687 65 13
734 139 29
659 389 638
560 746 694
624 5 912
670 137 876
802 753 971
242 13 446
577 130 603
202 78 497
128 507 377
42 340 995
765 431 120
707 856 669
188 497 67
18 363 34
537 744 330
138 690 528
360 842 692
327 437 37
415 135 669
524 337 996
823 83 984
742 132 641
764 443 791
57 15 790
676 618 725
266 233 789
465 129 559
139 66 385
768 671 20
822 341 464
626 579 634
755 709 463
480 692 22
605 227 217
108 572 162
512 311 235
762 101 769
74 547 144
271 306 543
110 214 907
311 803 240
289 163 608
402 23 857
538 220 6
786 441 264
170 585 166
853 531 764
738 639 758
499 504 229
80 480 322
266 751 440
655 272 26
395 569 784
290 685 102
389 59 26
69 791 178
636 718 93
418 722 602
29 720 21
324 525 27
739 149 683
583 203 391
49 102 885
695 27 571
268 826 61
95 315 330
105 822 455
309 12 686
744 838 686
586 447 513
760 76 612
862 65 646
158 783 556
109 243 881
145 87 692
531 568 348
224 526 889
744 849 884
446 221 503
232 220 478
35 20 254
395 583 780
241 546 437
61 110 356
509 495 442
419 525 16
114 684 114
459 688 754
792 95 979
603 527 350
741 728 455
128 403 934
710 474 71
525 404 741
99 426 814
293 65 792
850 852 368
13 58 414
351 591 92
106 606 820
275 733 538
9 51 60
643 46 490
713 150 742
452 323 167
134 18 745
573 16 781
493 55 287
345 304 335
778 293 386
730 601 153
115 795 666
157 97 675
768 639 805
359 772 279
390 102 527
471 435 758
5 67 515
356 263 487
490 183 658
354 281 351
513 698 400
114 487 662
322 679 237
31 645 35
537 147 451
467 525 500
157 31 697
46 724 411
237 28 766
777 708 463
528 478 226
681 475 829
144 279 206
356 620 509
474 12 170
814 314 909
749 47 75
60 456 220
616 28 88
553 775 209
465 454 738
6 635 762
143 846 330
845 108 549
694 299 170
112 433 21
120 799 53
293 857 449
542 137 148
756 537 785
4 162 494
770 712 471
29 87 388
626 114 842
168 376 663
675 255 859
312 828 790
113 296 990
58 52 395
261 768 39
446 220 512
561 211 707
73 581 322
348 864 787
382 264 863
794 440 809
105 756 196
670 307 353
61 807 374
448 425 351
218 473 698
529 451 448
227 207 407
851 633 17
46 263 130
308 609 816
444 648 883
6 780 569
578 638 281
27 441 322
595 401 947
832 355 229
653 864 352
822 247 513
783 262 946
460 99 832
320 149 434
676 195 736
415 831 872
214 95 799
708 865 740
55 90 142
727 724 980
522 809 847
438 615 595
224 706 575
132 52 621
759 286 466
734 348 881
542 667 161
381 211 883
833 851 826
135 607 47
836 378 898
374 477 125
19 794 399
492 220 190
351 378 127
8 707 589
605 687 877
714 339 714
184 307 765
811 246 622
401 851 983
455 649 595
627 455 791
304 863 177
484 238 694
749 637 582
409 292 275
810 84 634
849 863 652
856 193 339
252 151 834
67 309 769
150 732 278
760 318 627
508 724 447
787 197 334
789 400 882
227 775 275
317 702 109
301 128 32
265 607 126
303 692 115
215 853 351
810 437 157
541 832 415
145 617 834
285 779 475
632 260 734
229 567 724
598 256 75
153 540 367
70 219 891
817 43 134
258 67 522
19 474 782
403 345 206
669 44 101
741 123 583
735 708 691
218 487 104
745 112 853
814 192 614
399 518 533
365 48 427
173 511 30
6 154 464
15 621 971
612 182 816
25 793 113
639 472 787
211 185 282
265 185 50
685 670 18
678 745 286
638 127 271
512 383 144
470 196 234
471 200 725
565 166 602
369 765 862
507 87 116
532 661 317
95 215 38
603 167 709
349 461 115
229 413 856
765 176 991
